,date,event,myScore,opponent,place,player,result,theirScore,winnings
609,2012-06-18,DreamHack EIZO Open: Summer,3.0,DIMAGA,1st,MaNa,1.0,1.0,14240.0
610,2011-10-23,Electronic Sports World Cup 2011,1.0,Stephano,2nd,MaNa,0.0,3.0,12000.0
611,2011-08-21,IEM Season VI - Global Challenge Cologne,3.0,Socke,3rd,MaNa,1.0,2.0,1750.0
612,2011-08-13,"IGN ProLeague Season 2 ""Across the Atlantic""",2.0,Nerchio,3rd,MaNa,0.0,3.0,6000.0
613,2011-08-05,ASUS ROG Summer 2011,2.0,DIMAGA,2nd,MaNa,0.0,3.0,5713.0
614,2010-11-27,DreamHack SteelSeries LAN,2.0,Naama,2nd,MaNa,0.0,3.0,4290.0
615,2018-07-14,2018 WCS Valencia,2.0,Has,3 - 4th,ShoWTimE,0.0,3.0,6500.0
616,2018-01-28,2018 WCS Leipzig,2.0,Serral,2nd,ShoWTimE,0.0,4.0,10000.0
617,2017-01-15,World Electronic Sports Games 2016,1.0,Neeb,4th,ShoWTimE,0.0,3.0,20000.0
618,2016-09-11,WCS Copa Intercontinental,2.0,Snute,2nd,ShoWTimE,0.0,4.0,10000.0
619,2016-07-30,IEM Season XI - Shanghai,0.0,Neeb,3 - 4th,ShoWTimE,0.0,3.0,5000.0
620,2016-05-16,2016 WCS Circuit: Spring Circuit Championship,4.0,Nerchio,1st,ShoWTimE,1.0,3.0,35000.0
621,2015-11-28,DreamHack ROCCAT LotV Championship,1.0,PartinG,4th,ShoWTimE,0.0,3.0,3000.0
622,2015-04-05,2015 WCS Season 1/Premier,0.0,Hydra,3 - 4th,ShoWTimE,0.0,3.0,10000.0
623,2012-07-27,2012 Global StarCraft II League Season 3: Code S,4.0,MC,1st,Seed,1.0,1.0,43928.0
624,2014-11-16,HomeStory Cup X,0.0,PartinG,3 - 4th,Losira,0.0,3.0,2500.0
625,2011-07-30,2011 Global StarCraft II League July: Code S,0.0,NesTea,2nd,Losira,0.0,4.0,18500.0
626,2011-06-05,2011 MLG Pro Circuit Columbus,1.0,MMA,2nd,Losira,0.0,4.0,3000.0
627,2011-03-11,2011 2nd Generation Intel® Core™ Global StarCraft II League March: Code A,4.0,SuperNova,1st,Losira,1.0,3.0,1330.0
628,2011-09-10,2011 Global StarCraft II League August: Code S,1.0,Mvp,2nd,TOP,0.0,4.0,18500.0
629,2011-06-13,LG Cinema 3D Super Tournament,2.0,Polt,3 - 4th,TOP,0.0,3.0,9300.0
630,2011-01-21,2011 Sony Ericsson Global StarCraft II League January: Code A,4.0,ByuN,1st,TOP,1.0,3.0,1345.0
631,2010-11-27,DreamHack SteelSeries LAN,1.0,Fenix,4th,TOP,0.0,3.0,0.0
632,2017-04-30,2017 WCS Austin,2.0,Neeb,2nd,Nerchio,0.0,4.0,10000.0
633,2016-07-16,2016 DreamHack Open: Valencia,4.0,MarineLorD,1st,Nerchio,1.0,0.0,16000.0
634,2016-06-26,HomeStory Cup XIII,2.0,Scarlett,3 - 4th,Nerchio,0.0,3.0,2000.0
635,2016-05-16,2016 WCS Circuit: Spring Circuit Championship,3.0,ShoWTimE,2nd,Nerchio,0.0,4.0,15000.0
636,2016-03-05,2016 WCS Circuit: Winter Circuit Championship,0.0,Polt,3 - 4th,Nerchio,0.0,3.0,10000.0
637,2012-11-24,DreamHack EIZO Open: Winter,0.0,TaeJa,3 - 4th,Nerchio,0.0,3.0,7545.0
638,2012-10-21,DreamHack EIZO Open: Bucharest,3.0,Bly,1st,Nerchio,1.0,0.0,10642.0
639,2012-08-19,IEM Season VII - Cologne,1.0,Mvp,2nd,Nerchio,0.0,3.0,3300.0
640,2012-07-08,HomeStory Cup V,4.0,YongHwa,1st,Nerchio,1.0,1.0,10000.0
641,2011-08-14,"IGN ProLeague Season 2 ""Across the Atlantic""",1.0,White-Ra,2nd,Nerchio,0.0,3.0,10000.0
642,2016-09-11,WCS Copa Intercontinental,0.0,Neeb,4th,uThermal,0.0,3.0,4000.0
643,2016-07-31,IEM Season XI - Shanghai,4.0,Neeb,1st,uThermal,1.0,2.0,16000.0
644,2016-01-23,2016 DreamHack Open: Leipzig,2.0,PtitDrogo,3 - 4th,uThermal,0.0,3.0,5000.0
645,2016-05-08,2016 DreamHack Open: Austin,4.0,Neeb,1st,Hydra,1.0,2.0,16000.0
646,2016-03-05,2016 WCS Circuit: Winter Circuit Championship,1.0,Snute,3 - 4th,Hydra,0.0,3.0,10000.0
647,2015-06-28,2015 WCS Season 2/Premier,4.0,Lilbow,1st,Hydra,1.0,2.0,30000.0
648,2015-04-05,2015 WCS Season 1/Premier,3.0,Polt,2nd,Hydra,0.0,4.0,15000.0
649,2013-12-01,IEM Season VIII - Singapore,0.0,San,3 - 4th,Hydra,0.0,3.0,2000.0
650,2013-01-26,Iron Squid – Chapter II,3.0,MarineKing,3rd,NesTea,1.0,0.0,3750.0
651,2012-05-05,Iron Squid – Chapter I,3.0,aLive,3rd,NesTea,1.0,2.0,3750.0
652,2012-04-08,IGN ProLeague Season 4,2.0,Squirtle,3rd,NesTea,0.0,3.0,7000.0
653,2011-10-22,BlizzCon 2011 StarCraft II Invitational,0.0,Mvp,2nd,NesTea,0.0,2.0,25000.0
654,2011-07-30,2011 Global StarCraft II League July: Code S,4.0,LosirA,1st,NesTea,1.0,0.0,46000.0
655,2011-05-14,2011 LG Cinema 3D Global StarCraft II League May: Code S,4.0,InCa,1st,NesTea,1.0,0.0,46000.0
656,2011-01-23,2011 Sony Ericsson Global StarCraft II League January: Code S,1.0,Mvp,3 - 4th,NesTea,0.0,3.0,4483.0
657,2010-11-13,2010 Sony Ericsson StarCraft II Open Season 2,4.0,MarineKing,1st,NesTea,1.0,3.0,89000.0
658,2014-04-12,2014 WCS Season 1 America/Premier,0.0,HyuN,3 - 4th,Alicia,0.0,3.0,7500.0
659,2013-08-03,ASUS ROG Summer 2013,2.0,TaeJa,3 - 4th,Alicia,0.0,3.0,3000.0
660,2012-07-22,2012 MLG Summer Arena,2.0,TaeJa,2nd,Alicia,0.0,4.0,6000.0
661,2012-07-15,North American Star League Season 3,0.0,Stephano,2nd,Alicia,0.0,4.0,15000.0
662,2012-06-10,2012 MLG Spring Championship,1.0,DongRaeGu,2nd,Alicia,0.0,3.0,15000.0
663,2011-03-09,2011 2nd Generation Intel® Core™ Global StarCraft II League March: Code A,0.0,SuperNova,3 - 4th,Alicia,0.0,2.0,710.0
664,2013-08-11,2013 WCS Season 2 Europe/Premier,2.0,duckdeok,3 - 4th,Grubby,0.0,3.0,7000.0
665,2012-11-25,IEM Season VII - Singapore,2.0,Sting,2nd,Grubby,0.0,3.0,3300.0
666,2011-10-23,Electronic Sports World Cup 2011,1.0,MarineKing,4th,Grubby,0.0,3.0,4000.0
667,2011-10-14,2011 Global StarCraft II League October: Code S,1.0,Mvp,3 - 4th,GanZi,0.0,3.0,4358.0
668,2011-08-29,2011 Global StarCraft II League August: Code A,4.0,MarineKing,1st,GanZi,1.0,3.0,1400.0
669,2011-07-31,2011 MLG Pro Circuit Anaheim,1.0,MMA,4th,GanZi,0.0,2.0,1400.0
670,2013-10-06,2013 WCS Season 3 Europe/Premier,0.0,MC,3 - 4th,Genius,0.0,3.0,7000.0
671,2012-03-03,2012 Global StarCraft II League Season 1: Code S,2.0,DongRaeGu,2nd,Genius,0.0,4.0,17934.0
672,2010-10-23,BlizzCon 2010 StarCraft II Invitational,4.0,Loner,1st,Genius,1.0,0.0,25000.0
673,2011-10-16,IEM Season VI - Global Challenge New York,2.0,DongRaeGu,2nd,FruitDealer,0.0,3.0,3300.0
674,2010-12-06,2010 Sony Ericsson StarCraft II Open Season 3,2.0,HongUn,5 - 8th,FruitDealer,0.0,3.0,3468.0
675,2010-10-02,2010 TG Sambo Intel StarCraft II Open Season 1,4.0,RainBOw,1st,FruitDealer,1.0,1.0,85700.0
676,2011-08-28,2011 MLG Pro Circuit Raleigh,1.0,Bomber,2nd,CoCa,0.0,4.0,3000.0
677,2017-09-10,2017 WCS Montreal,0.0,Neeb,3 - 4th,TRUE,0.0,3.0,6500.0
678,2017-07-15,2017 WCS Valencia,1.0,Elazer,3 - 4th,TRUE,0.0,3.0,6500.0
679,2017-04-30,2017 WCS Austin,1.0,Nerchio,3 - 4th,TRUE,0.0,3.0,6500.0
680,2016-08-14,2016 WCS Circuit: Summer Circuit Championship,4.0,Polt,1st,TRUE,1.0,1.0,35000.0
681,2015-07-17,2015 DreamHack Open: Valencia,0.0,Curious,2nd,TRUE,0.0,3.0,5000.0
682,2015-05-09,2015 DreamHack Open: Tours,0.0,GuMiho,3 - 4th,TRUE,0.0,3.0,3000.0
683,2014-09-14,2014 DreamHack Open: Moscow,0.0,jjakji,3 - 4th,TRUE,0.0,2.0,3000.0
684,2014-06-20,2014 Global StarCraft II League Season 2/Code S,1.0,soO,3 - 4th,TRUE,0.0,4.0,7890.0
685,2013-11-17,HomeStory Cup VIII,1.0,jjakji,4th,Symbol,0.0,3.0,2000.0
686,2013-05-21,2013 WCS Season 1 Korea GSL: Code S,3.0,Soulkey,3 - 4th,Symbol,0.0,4.0,7000.0
687,2013-03-09,2013 Global StarCraft II League Season 1: Code S,2.0,RorO,2nd,Symbol,0.0,4.0,18731.0
688,2012-12-22,HomeStory Cup VI,0.0,Snute,2nd,Symbol,0.0,4.0,6500.0
689,2012-05-20,2012 MLG Spring Arena 2,1.0,viOLet,2nd,Symbol,0.0,3.0,6000.0
690,2012-05-05,Iron Squid – Chapter I,2.0,MMA,2nd,Symbol,0.0,4.0,6250.0
691,2014-04-13,2014 WCS Season 1 America/Premier,2.0,HyuN,2nd,Oz,0.0,4.0,15000.0
692,2013-10-20,2013 WCS Season 3 America/Premier,2.0,Polt,3 - 4th,Oz,0.0,3.0,7000.0
693,2013-07-28,IEM Season VIII - Shanghai,0.0,Revival,2nd,Oz,0.0,4.0,4000.0
694,2012-07-22,2012 MLG Summer Arena,3.0,Alicia,3 - 4th,Oz,0.0,4.0,2900.0
695,2012-02-26,2012 MLG Winter Arena,1.0,DongRaeGu,4th,Oz,0.0,2.0,2200.0
696,2011-11-28,2011 Global StarCraft II League November: Code S,2.0,jjakji,3 - 4th,Oz,0.0,3.0,4455.0
697,2011-10-10,2011 Global StarCraft II League October: Code A,0.0,Curious,2nd,Oz,0.0,4.0,856.0
698,2013-06-08,2013 WCS Season 1,1.0,Soulkey,5 - 8th,RorO,0.0,3.0,7500.0
699,2013-03-09,2013 Global StarCraft II League Season 1: Code S,4.0,Symbol,1st,RorO,1.0,2.0,46827.0
700,2012-08-24,2012 StarCraft II WCS: South Korea Finals,1.0,Creator,4th,RorO,0.0,2.0,790.0
701,2013-08-11,2013 WCS Season 2 Europe/Premier,4.0,MC,1st,duckdeok,1.0,3.0,20000.0
702,2014-04-12,2014 WCS Season 1 America/Premier,2.0,Oz,3 - 4th,Revival,0.0,3.0,7500.0
703,2013-07-28,IEM Season VIII - Shanghai,4.0,Oz,1st,Revival,1.0,0.0,10000.0
704,2013-06-02,2013 WCS Season 1 America/Premier,2.0,HerO,2nd,Revival,0.0,4.0,12000.0
705,2013-04-23,2013 WCS Season 1 Korea GSL: Code S,0.0,Life,25 - 32nd,Last,0.0,2.0,1500.0
706,2013-03-17,2013 MLG Winter Championship,2.0,Life,5 - 8th,Last,0.0,3.0,3000.0
707,2012-10-20,2012 Auction All Kill OnGameNet Starleague,3.0,MC,4th,Last,0.0,4.0,5472.0
708,2012-07-15,North American Star League Season 3,0.0,MC,4th,Ret,0.0,4.0,5000.0
709,2012-04-22,2012 DreamHack EIZO Open: Stockholm,0.0,Polt,3rd,Ret,0.0,2.0,2989.0
710,2012-02-11,IEM Season VI - Global Challenge Sao Paulo,3.0,ReaL,3rd,Ret,1.0,0.0,1750.0
711,2011-11-26,DreamHack SAPPHIRE AMD Championship,1.0,HerO,3 - 4th,Ret,0.0,3.0,4988.0
712,2011-02-12,Assembly Tournament: Steelseries Challenge,3.0,MorroW,1st,Ret,1.0,1.0,4057.0
713,2014-10-05,2014 WCS Season 3 Europe/Premier,0.0,YoDa,3 - 4th,Golden,0.0,3.0,7500.0
714,2014-07-06,2014 WCS Season 2 Europe/Premier,2.0,San,3 - 4th,Golden,0.0,3.0,7500.0
715,2012-07-08,HomeStory Cup V,0.0,MC,4th,Golden,0.0,3.0,2000.0
716,2012-03-10,IEM Season VI - World Championship,2.0,MC,2nd,PuMa,0.0,3.0,15000.0
717,2012-02-25,ASUS ROG Winter 2012,3.0,Lucky,3rd,PuMa,1.0,0.0,3000.0
718,2011-12-04,North American Star League Season 2,4.0,HerO,1st,PuMa,1.0,2.0,40000.0
719,2011-11-26,DreamHack SAPPHIRE AMD Championship,3.0,HerO,2nd,PuMa,0.0,4.0,12827.0
720,2011-10-04,IEM Season VI - Global Challenge Guangzhou,3.0,HasuObs,3rd,PuMa,1.0,1.0,1750.0
721,2011-08-21,IEM Season VI - Global Challenge Cologne,3.0,MC,1st,PuMa,1.0,0.0,6500.0
722,2011-07-10,North American Star League Season 1,4.0,MC,1st,PuMa,1.0,3.0,50000.0
723,2013-06-30,2013 MLG Spring Championship,0.0,HerO,5 - 6th,Sound,0.0,2.0,1000.0
724,2012-01-08,HomeStory Cup IV,0.0,MC,2nd,Sound,0.0,4.0,3500.0
725,2014-07-13,Red Bull Battle Grounds: Atlanta,0.0,Polt,3 - 4th,HuK,0.0,3.0,1700.0
726,2012-03-25,2012 MLG Winter Championship,2.0,Heart,4th,HuK,0.0,4.0,5500.0
727,2012-02-26,2012 MLG Winter Arena,0.0,DongRaeGu,3rd,HuK,0.0,2.0,3600.0
728,2011-10-16,2011 MLG Pro Circuit Orlando,4.0,MC,1st,HuK,1.0,1.0,5000.0
729,2011-06-20,DreamHack SAPPHIRE AMD Championship,3.0,Moon,1st,HuK,1.0,2.0,15702.0
730,2010-10-16,2010 MLG Pro Circuit Washington D.C.,0.0,SeleCT,3rd,HuK,0.0,2.0,1000.0
731,2010-10-10,IEM Season V - American Championships,3.0,Drewbie,3rd,HuK,1.0,2.0,1200.0
732,2010-08-28,2010 MLG Pro Circuit Raleigh,4.0,KiWiKaKi,1st,HuK,1.0,2.0,2500.0
733,2011-09-05,2011 Global StarCraft II League August: Code S,1.0,Mvp,3 - 4th,July,0.0,3.0,4500.0
734,2011-07-10,North American Star League Season 1,1.0,Sen,4th,July,0.0,3.0,5000.0
735,2011-06-20,DreamHack SAPPHIRE AMD Championship,0.0,Bomber,4th,July,0.0,2.0,2041.0
736,2011-03-19,2011 2nd Generation Intel® Core™ Global StarCraft II League March: Code S,1.0,MC,2nd,July,0.0,4.0,17790.0
737,2010-12-18,2010 Sony Ericsson StarCraft II Open Season 3,1.0,MC,2nd,Rain,0.0,4.0,26010.0
738,2014-10-12,2014 WCS Season 3 America/Premier,2.0,Bomber,2nd,Heart,0.0,4.0,15000.0
739,2014-07-06,2014 WCS Season 2 America/Premier,1.0,Bomber,3 - 4th,Heart,0.0,3.0,7500.0
740,2012-03-25,2012 MLG Winter Championship,1.0,DongRaeGu,3rd,Heart,0.0,4.0,9000.0
741,2014-10-11,2014 WCS Season 3 America/Premier,1.0,Bomber,5 - 8th,Pigbaby,0.0,3.0,5000.0
742,2014-09-11,2014 KeSPA Cup,0.0,Zest,9 - 16th,Pigbaby,0.0,3.0,1958.0
743,2014-07-06,2014 WCS Season 2 America/Premier,4.0,Bomber,1st,Pigbaby,1.0,3.0,25000.0
744,2014-02-01,IEM Season VIII - Sao Paulo,0.0,herO,3 - 4th,TLO,0.0,3.0,2000.0
745,2013-06-23,HomeStory Cup VII,3.0,HyuN,3rd,TLO,1.0,2.0,3000.0
746,2012-12-20,2012 GSL Blizzard Cup,0.0,PartinG,3 - 4th,Sniper,0.0,3.0,4653.0
747,2012-12-02,2012 Global StarCraft II League Season 5: Code S,4.0,HyuN,1st,Sniper,1.0,3.0,46506.0
748,2012-10-18,2012 Global StarCraft II League Season 4: Code A,2.0,Sirius,1 - 12th,Sniper,1.0,0.0,905.0
749,2013-05-26,2013 WCS Season 1 Europe/Premier,1.0,Mvp,2nd,Stephano,0.0,4.0,12000.0
750,2012-12-22,HomeStory Cup VI,2.0,XlorD,4th,Stephano,0.0,3.0,2000.0
751,2012-11-03,Electronic Sports World Cup 2012,2.0,NeOAnGeL,3rd,Stephano,1.0,1.0,8000.0
752,2012-09-16,2012 StarCraft II WCS: Europe Finals,3.0,VortiX,1st,Stephano,1.0,2.0,24000.0
753,2012-07-15,North American Star League Season 3,4.0,Alicia,1st,Stephano,1.0,0.0,30000.0
754,2012-06-18,DreamHack EIZO Open: Summer,0.0,MaNa,3rd,Stephano,0.0,2.0,3560.0
755,2012-05-27,Red Bull Battlegrounds: Austin,3.0,Squirtle,3rd,Stephano,1.0,1.0,5500.0
756,2012-05-20,2012 MLG Spring Arena 2,0.0,Symbol,3rd,Stephano,0.0,2.0,3600.0
757,2012-02-25,ASUS ROG Winter 2012,1.0,Polt,2nd,Stephano,0.0,4.0,6000.0
758,2011-10-23,Electronic Sports World Cup 2011,3.0,MaNa,1st,Stephano,1.0,1.0,26000.0
759,2011-10-09,IGN ProLeague Season 3,4.0,Lucky,1st,Stephano,1.0,0.0,30000.0
760,2011-10-06,IGN ProLeague Season 3: Pool A,2.0,None,2nd,Stephano,1.0,1.0,500.0
761,2011-08-05,ASUS ROG Summer 2011,3.0,Brat_OK,3rd,Stephano,1.0,0.0,2856.0
762,2012-08-04,ASUS ROG Summer 2012,0.0,ForGG,4th,Moon,0.0,3.0,2500.0
763,2011-06-20,DreamHack SAPPHIRE AMD Championship,2.0,HuK,2nd,Moon,0.0,3.0,7851.0
764,2011-03-05,IEM Season V - World Championship,2.0,AcE,2nd,Moon,0.0,3.0,6500.0
765,2015-12-20,HomeStory Cup XII,1.0,MMA,2nd,FireCake,0.0,4.0,6500.0
766,2015-11-28,DreamHack ROCCAT LotV Championship,0.0,PartinG,3rd,FireCake,0.0,3.0,5000.0
767,2014-11-29,2014 DreamHack Open: Winter,0.0,TaeJa,4th,jjakji,0.0,3.0,6000.0
768,2014-09-14,2014 DreamHack Open: Moscow,1.0,MMA,2nd,jjakji,0.0,3.0,5000.0
769,2014-04-12,2014 WCS Season 1 Europe/Premier,1.0,MC,3 - 4th,jjakji,0.0,3.0,7500.0
770,2014-02-01,IEM Season VIII - Sao Paulo,1.0,MC,3 - 4th,jjakji,0.0,3.0,2000.0
771,2013-11-17,HomeStory Cup VIII,3.0,Symbol,3rd,jjakji,1.0,1.0,3000.0
772,2011-12-07,2011 Global StarCraft II League November: Code S,4.0,Leenock,1st,jjakji,1.0,2.0,44550.0
773,2012-08-25,2012 StarCraft II WCS: South Korea Finals,1.0,Creator,2nd,Squirtle,0.0,4.0,3960.0
774,2012-05-27,Red Bull Battlegrounds: Austin,1.0,Stephano,4th,Squirtle,0.0,3.0,2500.0
775,2012-05-19,2012 Global StarCraft II League Season 2: Code S,3.0,Mvp,2nd,Squirtle,0.0,4.0,17111.0
776,2012-04-08,IGN ProLeague Season 4,3.0,aLive,2nd,Squirtle,0.0,5.0,16000.0
777,2011-03-05,IEM Season V - World Championship,3.0,mOOnGLaDe,3rd,Squirtle,1.0,2.0,4000.0
778,2012-03-10,IEM Season VI - World Championship,0.0,MMA,4th,Feast,0.0,3.0,4200.0
779,2013-05-26,2013 WCS Season 1 Europe/Premier,0.0,Mvp,3 - 4th,DIMAGA,0.0,3.0,7000.0
780,2012-06-18,DreamHack EIZO Open: Summer,1.0,MaNa,2nd,DIMAGA,0.0,3.0,7120.0
781,2012-01-22,IEM Season VI - Global Challenge Kiev,1.0,MMA,2nd,DIMAGA,0.0,3.0,3300.0
782,2011-08-05,ASUS ROG Summer 2011,3.0,MaNa,1st,DIMAGA,1.0,2.0,11426.0
783,2010-10-23,BlizzCon 2010 StarCraft II Invitational,1.0,White-Ra,4th,DIMAGA,0.0,2.0,3000.0
784,2010-08-22,IEM Season V - Global Challenge Cologne,3.0,Tarson,3rd,DIMAGA,1.0,1.0,1400.0
785,2012-02-25,ASUS ROG Winter 2012,0.0,PuMa,4th,Lucky,0.0,3.0,1000.0
786,2011-10-09,IGN ProLeague Season 3,0.0,Stephano,2nd,Lucky,0.0,4.0,12000.0
787,2016-06-26,HomeStory Cup XIII,4.0,Scarlett,1st,Harstem,1.0,2.0,10000.0
788,2016-03-26,Gold Series International 2016,4.0,Snute,1st,Harstem,1.0,1.0,16000.0
789,2012-04-22,2012 DreamHack EIZO Open: Stockholm,3.0,Polt,1st,ThorZaIN,1.0,1.0,10463.0
790,2011-12-04,North American Star League Season 2,2.0,Sen,4th,ThorZaIN,0.0,4.0,8000.0
791,2011-11-28,IGN ProLeague Season 3: Pool C (rematch),1.0,None,2nd,ThorZaIN,0.0,1.0,500.0
792,2011-08-12,"IGN ProLeague Season 2 ""Across the Atlantic""",1.0,Nerchio,4th,ThorZaIN,0.0,3.0,4000.0
793,2011-05-15,PokerStrategy.com TSL3,4.0,NaNiwa,1st,ThorZaIN,1.0,3.0,15000.0
794,2011-04-03,2011 MLG Pro Circuit Dallas,2.0,NaNiwa,2nd,KiWiKaKi,0.0,4.0,3000.0
795,2010-10-16,2010 MLG Pro Circuit Washington D.C.,1.0,SeleCT,4th,KiWiKaKi,0.0,2.0,700.0
796,2010-08-28,2010 MLG Pro Circuit Raleigh,2.0,HuK,2nd,KiWiKaKi,0.0,4.0,1500.0
797,2016-07-30,IEM Season XI - Shanghai,2.0,uThermal,3 - 4th,viOLet,0.0,3.0,5000.0
798,2016-01-23,2016 DreamHack Open: Leipzig,0.0,Bly,3 - 4th,viOLet,0.0,3.0,5000.0
799,2014-08-24,Red Bull Battle Grounds: Detroit,1.0,Polt,3 - 4th,viOLet,0.0,3.0,1700.0
800,2014-07-13,Red Bull Battle Grounds: Atlanta,2.0,Bomber,3 - 4th,viOLet,0.0,3.0,1700.0
801,2014-06-22,2014 MLG Anaheim,1.0,Trap,3rd,viOLet,0.0,2.0,5500.0
802,2012-12-09,North American Star League Season 4,2.0,HerO,2nd,viOLet,0.0,4.0,15000.0
803,2012-12-02,IGN ProLeague Season 5,4.0,Leenock,2nd,viOLet,0.0,4.0,20000.0
804,2012-08-19,IEM Season VII - Cologne,2.0,Nerchio,3 - 4th,viOLet,0.0,3.0,1700.0
805,2012-05-20,2012 MLG Spring Arena 2,3.0,Symbol,1st,viOLet,1.0,1.0,10000.0
806,2012-02-11,IEM Season VI - Global Challenge Sao Paulo,3.0,SuperNova,1st,viOLet,1.0,1.0,6500.0
807,2012-01-08,HomeStory Cup IV,1.0,JYP,4th,viOLet,0.0,3.0,1000.0
808,2011-07-18,2011 Global StarCraft II League July: Code A,2.0,Puzzle,2nd,Tassadar,0.0,4.0,930.0
809,2011-12-11,WCG 2011,0.0,Mvp,2nd,XiGua,0.0,2.0,5000.0
810,2018-02-07,IEM Season XII - PyeongChang,1.0,Scarlett,3 - 4th,Elazer,0.0,3.0,12500.0
811,2017-09-10,2017 WCS Montreal,2.0,Snute,3 - 4th,Elazer,0.0,3.0,6500.0
812,2017-07-15,2017 WCS Valencia,4.0,Snute,1st,Elazer,1.0,3.0,25000.0
813,2017-06-19,2017 WCS Jönköping,0.0,Serral,3 - 4th,Elazer,0.0,3.0,6500.0
814,2016-11-05,2016 WCS Global Playoffs and Finals,0.0,Dark,3 - 4th,Elazer,0.0,3.0,30000.0
815,2015-12-20,HomeStory Cup XII,0.0,MMA,3 - 4th,Elazer,0.0,3.0,2500.0
816,2016-07-16,2016 DreamHack Open: Valencia,0.0,Nerchio,2nd,MarineLorD,0.0,4.0,8000.0
817,2016-04-20,2016 Global StarCraft II League Season 1/Code S,0.0,TY,3 - 4th,Cure,0.0,4.0,7614.0
818,2014-09-26,2014 Global StarCraft II League Season 3: Code S,3.0,INnoVation,3 - 4th,Cure,0.0,4.0,7612.0
819,2014-09-21,Red Bull Battle Grounds: Washington,0.0,Bomber,2nd,Cure,0.0,4.0,10000.0
820,2016-07-16,2016 DreamHack Open: Valencia,1.0,Nerchio,3 - 4th,SortOf,0.0,3.0,5000.0
821,2012-12-09,North American Star League Season 4,0.0,Polt,4th,SortOf,0.0,4.0,5000.0
822,2013-01-20,IEM Season VII - Katowice,0.0,First,3 - 4th,Socke,0.0,3.0,1700.0
823,2011-08-21,IEM Season VI - Global Challenge Cologne,2.0,MaNa,4th,Socke,0.0,3.0,1250.0
824,2011-02-12,Assembly Tournament: Steelseries Challenge,2.0,Adelscott,4th,Socke,0.0,3.0,270.0
825,2010-08-28,2010 MLG Pro Circuit Raleigh,0.0,KiWiKaKi,3rd,Socke,0.0,2.0,1000.0
826,2014-08-09,Taiwan eSports League 2014 TWOP,0.0,Has,4th,Ian,0.0,3.0,2700.0
827,2015-09-13,2015 WCS Season 3/Premier,4.0,MaNa,1st,Lilbow,1.0,2.0,30000.0
828,2015-06-28,2015 WCS Season 2/Premier,2.0,Hydra,2nd,Lilbow,0.0,4.0,15000.0
829,2016-01-24,2016 DreamHack Open: Leipzig,1.0,PtitDrogo,2nd,Bly,0.0,4.0,8000.0
830,2012-10-21,DreamHack EIZO Open: Bucharest,0.0,Nerchio,2nd,Bly,0.0,3.0,6081.0
831,2010-11-27,DreamHack SteelSeries LAN,3.0,MaNa,1st,Naama,1.0,2.0,14301.0
832,2012-02-11,IEM Season VI - Global Challenge Sao Paulo,1.0,viOLet,2nd,SuperNova,0.0,3.0,3300.0
833,2011-03-11,2011 2nd Generation Intel® Core™ Global StarCraft II League March: Code A,3.0,LosirA,2nd,SuperNova,0.0,4.0,890.0
834,2010-11-27,DreamHack SteelSeries LAN,3.0,TOP,3rd,Fenix,1.0,1.0,2860.0
835,2010-10-10,IEM Season V - American Championships,3.0,qxc,1st,Fenix,1.0,1.0,4000.0
836,2013-03-09,IEM Season VII - World Championship,0.0,First,3 - 4th,YongHwa,0.0,3.0,7500.0
837,2012-07-08,HomeStory Cup V,1.0,Nerchio,2nd,YongHwa,0.0,4.0,6500.0
838,2011-10-07,IGN ProLeague Season 3: Pool D,2.0,None,2nd,White-Ra,1.0,1.0,500.0
839,2011-08-14,"IGN ProLeague Season 2 ""Across the Atlantic""",3.0,Nerchio,1st,White-Ra,1.0,1.0,15000.0
840,2011-01-23,IEM Season V - European Championships Finals,1.0,SjoW,2nd,White-Ra,0.0,3.0,3500.0
841,2010-10-23,BlizzCon 2010 StarCraft II Invitational,0.0,Genius,3rd,White-Ra,0.0,2.0,5000.0
842,2016-03-26,Gold Series International 2016,1.0,Snute,3 - 4th,PtitDrogo,0.0,3.0,5000.0
843,2016-01-24,2016 DreamHack Open: Leipzig,4.0,Bly,1st,PtitDrogo,1.0,1.0,16000.0
844,2011-05-14,2011 LG Cinema 3D Global StarCraft II League May: Code S,0.0,NesTea,2nd,InCa,0.0,4.0,18000.0
845,2010-10-29,2010 Sony Ericsson StarCraft II Open Season 2,1.0,Genius,9 - 16th,InCa,0.0,2.0,1780.0
846,2010-09-24,2010 TG Sambo Intel StarCraft II Open Season 1,0.0,FruitDealer,5 - 8th,InCa,0.0,2.0,3400.0
847,2012-11-25,IEM Season VII - Singapore,3.0,Grubby,1st,Sting,1.0,2.0,6500.0
848,2012-09-08,TeamLiquid StarLeague 4,0.0,KeeN,4th,Sting,0.0,4.0,1500.0
849,2010-10-23,BlizzCon 2010 StarCraft II Invitational,0.0,Genius,2nd,Loner,0.0,4.0,10000.0
850,2011-07-25,2011 Global StarCraft II League July: Code S,0.0,NesTea,3 - 4th,HongUn,0.0,3.0,4500.0
851,2010-12-09,2010 Sony Ericsson StarCraft II Open Season 3,2.0,Rain,3 - 4th,HongUn,0.0,4.0,8670.0
852,2010-09-28,2010 TG Sambo Intel StarCraft II Open Season 1,0.0,Ensnare,5 - 8th,HongUn,0.0,2.0,3400.0
